stop_id ,name,service_branch,side,stop_order,stop_type,stop_date,place_label,place_standardized,certainty,source_field,source_excerpt,notes_for_mapping,lat,lon
209,George Hitchings,Navy,Union,3,enlistment_or_service_state,February 1862,Boston,Boston,approximate,regiment_state + important_notes,"Enlisted: February 1862. Occupation: Cook. ""Chinese""",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
210,John How,Navy,Union,1,birth_place,1834,China,China,exact,born_if_known,"China, 1834",,,
211,John How,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"""Career: Cook"" Enlisted July 5th, 1864 for 3 years; Race: White; ""Five scars on forehead""",Residence listed in notes; standardized place is best city/state match for mapping.,,
212,John How,Navy,Union,3,rendezvous_or_enlistment,"July 5, 1864","Kingston, Ulster, New York","Kingston, Ulster, New York",approximate,regiment_state + important_notes,"""Career: Cook"" Enlisted July 5th, 1864 for 3 years; Race: White; ""Five scars on forehead""",,,
213,Charles Irwin,Navy,Union,1,birth_place,1838,"Hong Kong, China","Hong Kong, China",exact,born_if_known,"Hong Kong, China, 1838",,,
214,Charles Irwin,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted: Nov. 30, 1861 for 3 years; Occupation: Mariner; ""Dark"" Complexion",Residence listed in notes; standardized place is best city/state match for mapping.,,
215,Charles Irwin,Navy,Union,3,enlistment_or_service_state,"November 30, 1861",Philadelphia,Philadelphia,approximate,regiment_state + important_notes,"Enlisted: Nov. 30, 1861 for 3 years; Occupation: Mariner; ""Dark"" Complexion",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
216,Ki-Ying,Navy,Union,1,birth_place,1840,"Canton, China","Canton, China",exact,born_if_known,"Canton, China, born 1840-1841",,,
217,Ki-Ying,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted: Nov. 30, 1861 for 3 years; https://www.fold3.com/sub-image/268540010/ki-ying-blank-us-naval-enlistment-weekly-returns-1855-1891. https://www.fold3.com/search?docQuery=(filters:!((type:military.conflict,values:!((label:US+Civil+War,value:US+Civil+War),(label:%27Civil+War+(Union)%27,value:%27Civil+War+(Union)%27)))),keywords:Ki-Ying); https://www.fold3.com/image/309952563/ki-ying-page-1-us-rendezvous-reports-index-civil-war-1861-1865",Residence listed in notes; standardized place is best city/state match for mapping.,,
218,Ki-Ying,Navy,Union,3,enlistment_or_service_state,"November 30, 1861",New York,New York,approximate,regiment_state + important_notes,"Enlisted: Nov. 30, 1861 for 3 years; https://www.fold3.com/sub-image/268540010/ki-ying-blank-us-naval-enlistment-weekly-returns-1855-1891. https://www.fold3.com/search?docQuery=(filters:!((type:military.conflict,values:!((label:US+Civil+War,value:US+Civil+War),(label:%27Civil+War+(Union)%27,value:%27Civil+War+(Union)%27)))),keywords:Ki-Ying); https://www.fold3.com/image/309952563/ki-ying-page-1-us-rendezvous-reports-index-civil-war-1861-1865",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
219,Kwong Lee,Navy,Union,1,birth_place,1839,China,China,exact,born_if_known,"China, 1839",,,
220,Kwong Lee,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Served in 1862 ""aboard a gunboat which carried the mails for the army up and down the Mississippi""
Allegedly shot five times.
""Kwong Lee was shot five times in the defense of the country of which he was not yet a citizen. Besides the bullet hole in the head, he has another in the breast, one in the left leg, one in the right foot and a shell wound in the hip."" -The San Francisco Call
Became a naturalized citizen in 1874-- Turns out he lied about it
https://bluegraychinese.blogspot.com/search/label/Kwong%20Lee",Residence listed in notes; standardized place is best city/state match for mapping.,,
221,"Antonio Lofes (Lopes, Lopez)",Navy,Union,1,birth_place,,Unknown,Unknown,exact,born_if_known,Unknown,,,
222,"Antonio Lofes (Lopes, Lopez)",Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted: August 27th, 1864. Record of service: 9/3/64, N.A. Squad., S. de Cuba, to Princeton June 17/65 ""Never reported"" Aud. '99 He literally vanishes, no record of him after this.",Residence listed in notes; standardized place is best city/state match for mapping.,,
223,"Antonio Lofes (Lopes, Lopez)",Navy,Union,3,rendezvous_or_enlistment,"August 27, 1864","Brooklyn, New York","Brooklyn, New York",approximate,regiment_state + important_notes,"Enlisted: August 27th, 1864. Record of service: 9/3/64, N.A. Squad., S. de Cuba, to Princeton June 17/65 ""Never reported"" Aud. '99 He literally vanishes, no record of him after this.",,,
224,"Antonio Lofes (Lopes, Lopez)",Navy,Union,4,service_station,"September 3, 1864","N.A. Squad., S. de Cuba, to Princeton",,approximate,regiment_state + important_notes,"Enlisted: August 27th, 1864. Record of service: 9/3/64, N.A. Squad., S. de Cuba, to Princeton June 17/65 ""Never reported"" Aud. '99 He literally vanishes, no record of him after this.",,,
225,Marcella Montez,Navy,,1,birth_place,,Not found on fold,Not found on fold,exact,born_if_known,Not found on fold 3,,,
226,Marcella Montez,Navy,,2,residence_at_enlistment,,,,approximate,important_notes,,Residence listed in notes; standardized place is best city/state match for mapping.,,
227,Peter Mullen,Navy,Union,1,birth_place,1836,China,China,exact,born_if_known,"China, born 1836",,,
228,Peter Mullen,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"""Swarthy"" Complexion: Enlisted April 16th, 1864. Record of Service: 4/13/64- Onondaga. Discharged July 24th, 1865. Occupation: Mariner",Residence listed in notes; standardized place is best city/state match for mapping.,,
229,Peter Mullen,Navy,Union,3,enlistment_or_service_state,"April 16, 1864",New York,New York,approximate,regiment_state + important_notes,"""Swarthy"" Complexion: Enlisted April 16th, 1864. Record of Service: 4/13/64- Onondaga. Discharged July 24th, 1865. Occupation: Mariner",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
230,Peter Mullen,Navy,Union,4,service_station,"April 13, 1864",U.S.S. Onondaga,Virginia,approximate,regiment_state + important_notes,"""Swarthy"" Complexion: Enlisted April 16th, 1864. Record of Service: 4/13/64- Onondaga. Discharged July 24th, 1865. Occupation: Mariner",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
231,John Owens,Navy,Union,1,birth_place,,China,China,exact,born_if_known,China,,,
232,John Owens,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"any relation? https://www.ancestry.com/offers/join?dbid=1107&gsfn&gsln&h=116249&url=http%3A%2F%2Fwww.ancestry.com%2Fsearch%2Fcollections%2F1107%2Frecords%2F116249
Enlisted May 1865",Residence listed in notes; standardized place is best city/state match for mapping.,,
233,Lester L. Russell (Could also be Dexter Russell),Navy,Union,1,birth_place,,China,China,exact,born_if_known,China,,,
234,Lester L. Russell (Could also be Dexter Russell),Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,Enlisted May 1863.,Residence listed in notes; standardized place is best city/state match for mapping.,,
235,John Shin,Navy,Union,1,birth_place,1840,China,China,exact,born_if_known,"China, 1840, 24 at enlistment",,,
236,John Shin,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"https://catalog.archives.gov/search?page=1&q=john%20shin , https://www.fold3.com/external/ANCESTRY_DOCUMENT/3563363:1555?memorial=658558712; Occupation before war: ""Clerk and Steward""; Eyes, Hair, Complexion: Black, black, dark.; 5'6''; scars on both cheeks; Enlisted: August 27th, 1864",Residence listed in notes; standardized place is best city/state match for mapping.,,
237,John Shin,Navy,Union,3,rendezvous_or_enlistment,"August 27th, 1864","Huron, New York, district 24","Huron, New York, district 24",approximate,regiment_state + important_notes,"https://catalog.archives.gov/search?page=1&q=john%20shin , https://www.fold3.com/external/ANCESTRY_DOCUMENT/3563363:1555?memorial=658558712; Occupation before war: ""Clerk and Steward""; Eyes, Hair, Complexion: Black, black, dark.; 5'6''; scars on both cheeks; Enlisted: August 27th, 1864",,,
238,John Smith,Navy,Union,1,birth_place,1829,China,China,exact,born_if_known,"China, 1829",,,
239,John Smith,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"U.S. Naval Hospital in Pensacola, Florida,  Jan 24 1864",Residence listed in notes; standardized place is best city/state match for mapping.,,
240,Thomas Smith,Navy,Union,1,birth_place,1831,"Hong Kong, China","Hong Kong, China",exact,born_if_known,"Hong Kong, China, 1831",,,
241,Thomas Smith,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,Enlistment Nov 26 1861,Residence listed in notes; standardized place is best city/state match for mapping.,,
242,Thomas Smith,Navy,Union,3,enlistment_or_service_state,"November 26, 1861",Philadelphia,Philadelphia,approximate,regiment_state + important_notes,Enlistment Nov 26 1861,State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
243,Robert Spicer,Navy,Union,1,birth_place,1842,"Shanghai, China","Shanghai, China",exact,born_if_known,"Shanghai, China, born 1842",,,
244,Robert Spicer,Navy,Union,2,residence_at_enlistment,1856,"Mystic, Connecticut","Mystic, Connecticut",approximate,important_notes,"married Alice Summers Spicer 1875 at St. Marks Church, served four years on U.S.S Sabine., Died 1890 or 1900. 1880 census- recorded as fisherman. 1860 census, listed as laboror at 17. have a picture of him!",Residence listed in notes; standardized place is best city/state match for mapping.,,
245,Robert Spicer,Navy,Union,3,enlistment_or_service_state,"July 21, 1862",U.S.S. Sabine,"New London, Connecticut",approximate,regiment_state + important_notes,"married Alice Summers Spicer 1875 at St. Marks Church, served four years on U.S.S Sabine., Died 1890 or 1900. 1880 census- recorded as fisherman. 1860 census, listed as laboror at 17. have a picture of him!",,,
246,Robert Spicer,Navy,Union,4,discharge_or_muster_out,"July 19, 1863",U.S.S. Sabine,"New London, Connecticut",approximate,regiment_state + important_notes,"married Alice Summers Spicer 1875 at St. Marks Church, served four years on U.S.S Sabine., Died 1890 or 1900. 1880 census- recorded as fisherman. 1860 census, listed as laboror at 17. have a picture of him!",,,
247,Robert Spicer,Navy,Union,5,residence_after_enlistment,1880,"Noank, Connecticut","New London, Connecticut",approximate,regiment_state + important_notes,"married Alice Summers Spicer 1875 at St. Marks Church, served four years on U.S.S Sabine., Died 1890 or 1900. 1880 census- recorded as fisherman. 1860 census, listed as laboror at 17. have a picture of him!",,,
248,Robert Spicer,Navy,Union,6,death_place,26-Mar-00,Noank Cemetery,"Noank, Connecticut",approximate,regiment_state + important_notes,"married Alice Summers Spicer 1875 at St. Marks Church, served four years on U.S.S Sabine., Died 1890 or 1900. 1880 census- recorded as fisherman. 1860 census, listed as laboror at 17. have a picture of him!",,,
249,John Thompson,Navy,,1,birth_place,,Revisit this later!,Revisit this later!,exact,born_if_known,Revisit this later!,,,
250,John Thompson,Navy,,2,residence_at_enlistment,,,,approximate,important_notes,"Link ""might"" be him, will return to this when i can",Residence listed in notes; standardized place is best city/state match for mapping.,,
251,Samuel Thompson (same as below),Navy,,1,residence_at_enlistment,,,,approximate,important_notes,,Residence listed in notes; standardized place is best city/state match for mapping.,,
252,Samuel Thompson,Navy,Union,1,birth_place,1844,China,China,exact,born_if_known,"China, born 1844",,,
253,Samuel Thompson,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"""Yellow"" Complexion
Enlisted: July 15th, 1864
Discharged: October 16, 1865 in New York",Residence listed in notes; standardized place is best city/state match for mapping.,,
254,Samuel Thompson,Navy,Union,3,enlistment_or_service_state,"July 15, 1864",New York,New York,approximate,regiment_state + important_notes,"""Yellow"" Complexion
Enlisted: July 15th, 1864
Discharged: October 16, 1865 in New York",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
255,Samuel Thompson,Navy,Union,4,discharge_or_muster_out,"October 16, 1865",New York,New York,approximate,regiment_state + important_notes,"""Yellow"" Complexion
Enlisted: July 15th, 1864
Discharged: October 16, 1865 in New York",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
256,John A. Wing,Navy,Union,1,birth_place,1838,China,China,exact,born_if_known,"China, born abt 1838",,,
257,John A. Wing,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"naval hospital admission, rank listed as ""leds"", sick with a perpetual fever ""Feb Contus Communis"" (?). Still looking for more information on him. https://www.fold3.com/sub-image/287639091/wing-john-a-us-pension-numerical-index-1860-1934 (pension certificate) 
Enlisted Dec. 1861
Admittance date to New York hospital: April 4 1865
Discharge date May 4 1865",Residence listed in notes; standardized place is best city/state match for mapping.,,
258,John A. Wing,Navy,Union,3,enlistment_or_service_state,December 1861,New York,New York,approximate,regiment_state + important_notes,"naval hospital admission, rank listed as ""leds"", sick with a perpetual fever ""Feb Contus Communis"" (?). Still looking for more information on him. https://www.fold3.com/sub-image/287639091/wing-john-a-us-pension-numerical-index-1860-1934 (pension certificate) 
Enlisted Dec. 1861
Admittance date to New York hospital: April 4 1865
Discharge date May 4 1865",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
259,John A. Wing,Navy,Union,4,service_station,April 1865,Brooklyn Naval Hospital,"Brooklyn, New York",approximate,regiment_state + important_notes,"naval hospital admission, rank listed as ""leds"", sick with a perpetual fever ""Feb Contus Communis"" (?). Still looking for more information on him. https://www.fold3.com/sub-image/287639091/wing-john-a-us-pension-numerical-index-1860-1934 (pension certificate) 
Enlisted Dec. 1861
Admittance date to New York hospital: April 4 1865
Discharge date May 4 1865",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
260,John A. Wing,Navy,Union,5,discharge_or_muster_out,May 1865,New York,New York,approximate,regiment_state + important_notes,"naval hospital admission, rank listed as ""leds"", sick with a perpetual fever ""Feb Contus Communis"" (?). Still looking for more information on him. https://www.fold3.com/sub-image/287639091/wing-john-a-us-pension-numerical-index-1860-1934 (pension certificate) 
Enlisted Dec. 1861
Admittance date to New York hospital: April 4 1865
Discharge date May 4 1865",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
261,John Wylee (Wyhie),Navy,Union,1,birth_place,1834,China,China,exact,born_if_known,"China, born 1834",,,
262,John Wylee (Wyhie),Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"""Swarthy Complexion."" Enlisted March 8th, 1862. Relief, R.S. Boston ‚Äî Feb. 20, 1864; Harvest Moon ‚Äî Mar. 5, 1864; Dis. Nov. 28, 1865 ‚Äî R.S. Phila.",Residence listed in notes; standardized place is best city/state match for mapping.,,
263,John Wylee (Wyhie),Navy,Union,3,enlistment_or_service_state,"March 8, 1862",New York ,New York,approximate,regiment_state + important_notes,"""Swarthy Complexion."" Enlisted March 8th, 1862. Relief, R.S. Boston ‚Äî Feb. 20, 1864; Harvest Moon ‚Äî Mar. 5, 1864; Dis. Nov. 28, 1865 ‚Äî R.S. Phila.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
264,John Wylee (Wyhie),Navy,Union,4,service_station,"February 20, 1864","Relief, R.S. Boston",Boston Navy Yard,approximate,regiment_state + important_notes,"""Swarthy Complexion."" Enlisted March 8th, 1862. Relief, R.S. Boston ‚Äî Feb. 20, 1864; Harvest Moon ‚Äî Mar. 5, 1864; Dis. Nov. 28, 1865 ‚Äî R.S. Phila.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
265,John Wylee (Wyhie),Navy,Union,5,service_station,"March 5, 1864",U.S.S. Harvest Moon,Boston Navy Yard,approximate,regiment_state + important_notes,"""Swarthy Complexion."" Enlisted March 8th, 1862. Relief, R.S. Boston ‚Äî Feb. 20, 1864; Harvest Moon ‚Äî Mar. 5, 1864; Dis. Nov. 28, 1865 ‚Äî R.S. Phila.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
266,John Wylee (Wyhie),Navy,Union,6,service_station,"November 28, 1865",R.S. Philadelphia,Philadelphia,approximate,regiment_state + important_notes,"""Swarthy Complexion."" Enlisted March 8th, 1862. Relief, R.S. Boston ‚Äî Feb. 20, 1864; Harvest Moon ‚Äî Mar. 5, 1864; Dis. Nov. 28, 1865 ‚Äî R.S. Phila.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
