stop_id ,name,service_branch,side,stop_order,stop_type,stop_date,place_label,place_standardized,certainty,source_field,source_excerpt,notes_for_mapping,lat,lon
1,Pedro Acow (Accao),Army,Union,1,birth_place,,"Canton, China","Canton, China",exact,born_if_known,"Canton, China",,,
2,Pedro Acow (Accao),Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,Enlisted September 29 1862,Residence listed in notes; standardized place is best city/state match for mapping.,,
3,Pedro Acow (Accao),Army,Union,3,rendezvous_or_enlistment,,"New Orleans, Louisiana","New Orleans, Louisiana",approximate,regiment_state + important_notes,Enlisted September 29 1862,,,
4,John Ahsoo,Army,Union,1,birth_place,,China,China,exact,born_if_known,China,,,
5,John Ahsoo,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,Joined the regiment as a substitute at Cedar Creek in Feb 1864,Residence listed in notes; standardized place is best city/state match for mapping.,,
6,John Ahsoo,Army,Union,3,enlistment_or_service_state,,New York,New York,approximate,regiment_state + important_notes,Joined the regiment as a substitute at Cedar Creek in Feb 1864,State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
7,John Ahusoo,Army,Union,1,birth_place,,China,China,exact,born_if_known,China,,,
8,John Ahusoo,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,,Residence listed in notes; standardized place is best city/state match for mapping.,,
9,John Ahusoo,Army,Union,3,enlistment_or_service_state,,New York,New York,approximate,regiment_state + important_notes,,State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
10,John Ahwoo *might be #3 OR John Awoo,Army,,1,residence_at_enlistment,,,,approximate,important_notes,,Residence listed in notes; standardized place is best city/state match for mapping.,,
11,John Ashwoo* might be #3 Or John Awoo,Army,,1,residence_at_enlistment,,,,approximate,important_notes,,Residence listed in notes; standardized place is best city/state match for mapping.,,
12,John Bobson,Army,Union,1,birth_place,,China,China,exact,born_if_known,China,,,
13,John Bobson,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Muster 2 Date: 31 May 1865; Muster 2 Place: New York; Muster 2 Unit: 1597; Muster 2 Company: B; Muster 2 Regiment: 90th Infantry; Muster 2 Regiment Type: Infantry; Muster 2 Information: Transferred; Muster Out 2 Date: 18 Oct 1865; Muster Out 2 Place: Savannah, Georgia; Muster Out 2 Information: Mustered Out; Enlisted as a substitute in Jamaica, 0ct 3, 1864; Military age: 28",Residence listed in notes; standardized place is best city/state match for mapping.,,
14,John Bobson,Army,Union,3,enlistment_or_service_state,,New York,New York,approximate,regiment_state + important_notes,"Muster 2 Date: 31 May 1865; Muster 2 Place: New York; Muster 2 Unit: 1597; Muster 2 Company: B; Muster 2 Regiment: 90th Infantry; Muster 2 Regiment Type: Infantry; Muster 2 Information: Transferred; Muster Out 2 Date: 18 Oct 1865; Muster Out 2 Place: Savannah, Georgia; Muster Out 2 Information: Mustered Out; Enlisted as a substitute in Jamaica, 0ct 3, 1864; Military age: 28",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
15,John Bobson,Army,Union,4,service_station,,"Savannah, Georgia","Savannah, Georgia",approximate,important_notes,"Muster 2 Date: 31 May 1865; Muster 2 Place: New York; Muster 2 Unit: 1597; Muster 2 Company: B; Muster 2 Regiment: 90th Infantry; Muster 2 Regiment Type: Infantry; Muster 2 Information: Transferred; Muster Out 2 Date: 18 Oct 1865; Muster Out 2 Place: Savannah, Georgia; Muster Out 2 Information: Mustered Out; Enlisted as a substitute in Jamaica, 0ct 3, 1864; Military age: 28","Station/location inferred from notes; may represent receiving ship, yard, prison, or service area rather than a full route.",,
16,John Bobson,Army,Union,5,discharge_or_muster_out,18 Oct 1865,"Savannah, Georgia","Savannah, Georgia",approximate,important_notes,"Muster 2 Date: 31 May 1865; Muster 2 Place: New York; Muster 2 Unit: 1597; Muster 2 Company: B; Muster 2 Regiment: 90th Infantry; Muster 2 Regiment Type: Infantry; Muster 2 Information: Transferred; Muster Out 2 Date: 18 Oct 1865; Muster Out 2 Place: Savannah, Georgia; Muster Out 2 Information: Mustered Out; Enlisted as a substitute in Jamaica, 0ct 3, 1864; Military age: 28",,,
17,Joseph Bulah,Army,Union,1,birth_place,,China,China,exact,born_if_known,China,,,
18,Joseph Bulah,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted Sept 17 1863, arrested Sept 23 1863. Held in D.C. for remainder of war. Never settled debts.",Residence listed in notes; standardized place is best city/state match for mapping.,,
19,Joseph Bulah,Army,Union,3,enlistment_or_service_state,Sep 17 1863,Pennsylvania,Pennsylvania,approximate,regiment_state + important_notes,"Enlisted Sept 17 1863, arrested Sept 23 1863. Held in D.C. for remainder of war. Never settled debts.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
19,Joseph Bulah,Army,Union,4,imprisonment,Sep 23 1863,"Washington, D.C","Washington, D.C",exact,regiment_state + important_notes,"Enlisted Sept 17 1863, arrested Sept 23 1863. Held in D.C. for remainder of war. Never settled debts.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
20,Ah Pon Chon (Chon Ah Pon),Army,Union,1,birth_place,1827,China,China,exact,born_if_known,"China, abt 1827",,,
21,Ah Pon Chon (Chon Ah Pon),Army,Union,2,residence_at_enlistment,1833,New York,New York,approximate,important_notes,"Charles Ponn/ Poun, Charley Marry
Died July 1, 1888 at 61 years old in Brooklyn, NY
Allegedly came to the United States at 6 years old in 1833
Opened a candy store",Residence listed in notes; standardized place is best city/state match for mapping.,,
22,Ah Pon Chon (Chon Ah Pon),Army,Union,3,enlistment_or_service_state,,New York,New York,approximate,regiment_state + important_notes,"Charles Ponn/ Poun, Charley Marry
Died July 1, 1888 at 61 years old in Brooklyn, NY
Allegedly came to the United States at 6 years old in 1833
Opened a candy store",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
23,Ah Pon Chon (Chon Ah Pon),Army,Union,4,death_place,"July 1, 1888","Brooklyn, New York","Brooklyn, New York",exact,regiment_state + important_notes,"Charles Ponn/ Poun, Charley Marry
Died July 1, 1888 at 61 years old in Brooklyn, NY
Allegedly came to the United States at 6 years old in 1833
Opened a candy store",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
24,Edward Day Cohota,Army,Union,1,birth_place,1843,"Shanghai, China","Shanghai, China",exact,born_if_known,"Shanghai, China",,,
25,Edward Day Cohota,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted Februrary 1864 for 16 months. Died 1935 in Parmelee, South Dakota. Buried in Valentine, Nebraska at Mount Hope Cemetery.",Residence listed in notes; standardized place is best city/state match for mapping.,,
26,Edward Day Cohota,Army,Union,3,enlistment_or_service_state,"February 12,1864",Massachusetts,Massachusetts,approximate,regiment_state + important_notes,"Enlisted Februrary 1864 for 16 months. Died 1935 in Parmelee, South Dakota. Buried in Valentine, Nebraska at Mount Hope Cemetery.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
27,Edward Day Cohota,Army,Union,4,service_station,"May 5, 1864",Drewry's Bluff,"Chesterfield County, Virginia",approximate,important_notes,"Enlisted Februrary 1864 for 16 months. Died 1935 in Parmelee, South Dakota. Buried in Valentine, Nebraska at Mount Hope Cemetery.",,,
28,Edward Day Cohota,Army,Union,5,service_station,"May 31- June 12, 1864",Battle of Cold Harbor,"Mechanicsville, Virginia",approximate,important_notes,"Enlisted Februrary 1864 for 16 months. Died 1935 in Parmelee, South Dakota. Buried in Valentine, Nebraska at Mount Hope Cemetery.",,,
29,Edward Day Cohota,Army,Union,6,discharge_or_muster_out,"June 25, 1865","New Bern, North Carolina","New Bern, North Carolina",approximate,important_notes,"Enlisted Februrary 1864 for 16 months. Died 1935 in Parmelee, South Dakota. Buried in Valentine, Nebraska at Mount Hope Cemetery.",,,
30,Edward Day Cohota,Army,Union,7,death_place,1935,"Parmelee, South Dakota","Parmelee, South Dakota",approximate,important_notes,"Enlisted Februrary 1864 for 16 months. Died 1935 in Parmelee, South Dakota. Buried in Valentine, Nebraska at Mount Hope Cemetery.",,,
31,Antonio Dardell(e),Army,Union,1,birth_place,1844,China,China,exact,born_if_known,"China, January 1 1844 or August 23; Clear struggle to prove date of birth",,,
32,Antonio Dardell(e),Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted for 9 months Oct 3. 1862, Discharged July 27, 1863. Nov and Dec 1862 was sick at general hospital until June1863. Wounded at Marye's Heights in Fredericksburg (December 1862)  Jan 27/63 transferred to New Haven; Pension (approved) record also available: Filed April 13, 1916. Address listed as 292 George St.; Married to Mary ? Payne, then Mary Dardell April 9th, 1868. Has three children (names illegible); Jan 31-1933.  died Jan 18th 1933. Flag used for burial; http://query.nytimes.com/mem/archive-free/pdf?res=FA0D11F63855157A93C5A81788D85F468884F9 (naturalization information); https://books.google.com/books?id=uCpKAAAAMAAJ&q=%22Antonio+Dardell%22&dq=%22Antonio+Dardell%22&hl=en&sa=X&ei=JB4iU8O2BMSzkAesmYHADg&ved=0CEoQ6AEwBA; https://bluegraychinese.blogspot.com/2014/03/antonio-dardelle.html",Residence listed in notes; standardized place is best city/state match for mapping.,,
33,Antonio Dardell(e),Army,Union,3,enlistment_or_service_state,"October 3, 1862",Connecticut,Connecticut,approximate,regiment_state + important_notes,"Enlisted for 9 months Oct 3. 1862, Discharged July 27, 1863. Nov and Dec 1862 was sick at general hospital until June1863. Wounded at Marye's Heights in Fredericksburg (December 1862)  Jan 27/63 transferred to New Haven; Pension (approved) record also available: Filed April 13, 1916. Address listed as 292 George St.; Married to Mary ? Payne, then Mary Dardell April 9th, 1868. Has three children (names illegible); Jan 31-1933.  died Jan 18th 1933. Flag used for burial; http://query.nytimes.com/mem/archive-free/pdf?res=FA0D11F63855157A93C5A81788D85F468884F9 (naturalization information); https://books.google.com/books?id=uCpKAAAAMAAJ&q=%22Antonio+Dardell%22&dq=%22Antonio+Dardell%22&hl=en&sa=X&ei=JB4iU8O2BMSzkAesmYHADg&ved=0CEoQ6AEwBA; https://bluegraychinese.blogspot.com/2014/03/antonio-dardelle.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
34,Antonio Dardell(e),Army,Union,4,service_station,November-December 1862,Navy General Hospital,New York,approximate,important_notes,"Enlisted for 9 months Oct 3. 1862, Discharged July 27, 1863. Nov and Dec 1862 was sick at general hospital until June1863. Wounded at Marye's Heights in Fredericksburg (December 1862)  Jan 27/63 transferred to New Haven; Pension (approved) record also available: Filed April 13, 1916. Address listed as 292 George St.; Married to Mary ? Payne, then Mary Dardell April 9th, 1868. Has three children (names illegible); Jan 31-1933.  died Jan 18th 1933. Flag used for burial; http://query.nytimes.com/mem/archive-free/pdf?res=FA0D11F63855157A93C5A81788D85F468884F9 (naturalization information); https://books.google.com/books?id=uCpKAAAAMAAJ&q=%22Antonio+Dardell%22&dq=%22Antonio+Dardell%22&hl=en&sa=X&ei=JB4iU8O2BMSzkAesmYHADg&ved=0CEoQ6AEwBA; https://bluegraychinese.blogspot.com/2014/03/antonio-dardelle.html",,,
35,Antonio Dardell(e),Army,Union,5,service_station,December 1862,Marye's Heights,"Fredericksburg, Virginia",approximate,important_notes,"Enlisted for 9 months Oct 3. 1862, Discharged July 27, 1863. Nov and Dec 1862 was sick at general hospital until June1863. Wounded at Marye's Heights in Fredericksburg (December 1862)  Jan 27/63 transferred to New Haven; Pension (approved) record also available: Filed April 13, 1916. Address listed as 292 George St.; Married to Mary ? Payne, then Mary Dardell April 9th, 1868. Has three children (names illegible); Jan 31-1933.  died Jan 18th 1933. Flag used for burial; http://query.nytimes.com/mem/archive-free/pdf?res=FA0D11F63855157A93C5A81788D85F468884F9 (naturalization information); https://books.google.com/books?id=uCpKAAAAMAAJ&q=%22Antonio+Dardell%22&dq=%22Antonio+Dardell%22&hl=en&sa=X&ei=JB4iU8O2BMSzkAesmYHADg&ved=0CEoQ6AEwBA; https://bluegraychinese.blogspot.com/2014/03/antonio-dardelle.html",,,
36,Antonio Dardell(e),Army,Union,6,residence_after_enlistment,,292 George St,"New Haven, Connecticut",approximate,important_notes,"Enlisted for 9 months Oct 3. 1862, Discharged July 27, 1863. Nov and Dec 1862 was sick at general hospital until June1863. Wounded at Marye's Heights in Fredericksburg (December 1862)  Jan 27/63 transferred to New Haven; Pension (approved) record also available: Filed April 13, 1916. Address listed as 292 George St.; Married to Mary ? Payne, then Mary Dardell April 9th, 1868. Has three children (names illegible); Jan 31-1933.  died Jan 18th 1933. Flag used for burial; http://query.nytimes.com/mem/archive-free/pdf?res=FA0D11F63855157A93C5A81788D85F468884F9 (naturalization information); https://books.google.com/books?id=uCpKAAAAMAAJ&q=%22Antonio+Dardell%22&dq=%22Antonio+Dardell%22&hl=en&sa=X&ei=JB4iU8O2BMSzkAesmYHADg&ved=0CEoQ6AEwBA; https://bluegraychinese.blogspot.com/2014/03/antonio-dardelle.html",,,
37,Antonio Dardell(e),Army,Union,7,discharge_or_muster_out,"July 27, 1863",,,approximate,important_notes,"Enlisted for 9 months Oct 3. 1862, Discharged July 27, 1863. Nov and Dec 1862 was sick at general hospital until June1863. Wounded at Marye's Heights in Fredericksburg (December 1862)  Jan 27/63 transferred to New Haven; Pension (approved) record also available: Filed April 13, 1916. Address listed as 292 George St.; Married to Mary ? Payne, then Mary Dardell April 9th, 1868. Has three children (names illegible); Jan 31-1933.  died Jan 18th 1933. Flag used for burial; http://query.nytimes.com/mem/archive-free/pdf?res=FA0D11F63855157A93C5A81788D85F468884F9 (naturalization information); https://books.google.com/books?id=uCpKAAAAMAAJ&q=%22Antonio+Dardell%22&dq=%22Antonio+Dardell%22&hl=en&sa=X&ei=JB4iU8O2BMSzkAesmYHADg&ved=0CEoQ6AEwBA; https://bluegraychinese.blogspot.com/2014/03/antonio-dardelle.html",,,
38,Ab(e) Dola,Army,Union,1,birth_place,,China,China,exact,born_if_known,China 26 at enlistment,,,
39,Ab(e) Dola,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted January 22, 1864. Deserted July 3 '65. Part of the African American Civil War Memorial. B-47",Residence listed in notes; standardized place is best city/state match for mapping.,,
40,Tsz-Zeh Dzau,Army,,1,residence_at_enlistment,,,,approximate,important_notes,,Residence listed in notes; standardized place is best city/state match for mapping.,,
41,"Adam Fow (Foy, Fou)",Army,Union,1,birth_place,,"Canton, China","Canton, China",exact,born_if_known,"Canton, China 22 at Enlistment",,,
42,"Adam Fow (Foy, Fou)",Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted September 23 1862. Absent without leave Since July 4, 1864.. Dropped as deserter Oct, 1 1864",Residence listed in notes; standardized place is best city/state match for mapping.,,
43,"Adam Fow (Foy, Fou)",Army,Union,3,enlistment_or_service_state,"September 23, 1862",Louisiana,Louisiana,approximate,regiment_state + important_notes,"Enlisted September 23 1862. Absent without leave Since July 4, 1864.. Dropped as deserter Oct, 1 1864",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
44,Christopher Wren Bunker,Army,Confederate,1,birth_place,1845,North Carolina,North Carolina,exact,born_if_known,"North Carolina,  1845, Taiwanese",,,
45,Christopher Wren Bunker,Army,Confederate,2,residence_at_enlistment,"April 1, 1863",Virginia,Virginia,approximate,important_notes,"Enlisted April 1, 1863, Son to Chang ""Siamese Twin"" who owned and enslaved 18 people
https://www.battlefields.org/learn/biographies/christopher-wren-bunker
https://bluegraychinese.blogspot.com/search/label/Christopher%20Wren%20Bunker
Imprisoned at Camp Chase near Columbus, Ohio until March 4, 1865
April 17, 1865 Returned to family's plantation
Died April 2, 1932",Residence listed in notes; standardized place is best city/state match for mapping.,,
46,Christopher Wren Bunker,Army,Confederate,3,enlistment_or_service_state,"March 4, 1865",Camp Chase,"Columbus, Ohio",exact,regiment_state + important_notes,"Enlisted April 1, 1863, Son to Chang ""Siamese Twin"" who owned and enslaved 18 people
https://www.battlefields.org/learn/biographies/christopher-wren-bunker
https://bluegraychinese.blogspot.com/search/label/Christopher%20Wren%20Bunker
Imprisoned at Camp Chase near Columbus, Ohio until March 4, 1865
April 17, 1865 Returned to family's plantation
Died April 2, 1932",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
47,Christopher Wren Bunker,Army,Confederate,4,enlistment_or_service_state,"April 17, 1865","Mount Airy, North Carolina","Mount Airy, North Carolina",exact,regiment_state + important_notes,"Enlisted April 1, 1863, Son to Chang ""Siamese Twin"" who owned and enslaved 18 people
https://www.battlefields.org/learn/biographies/christopher-wren-bunker
https://bluegraychinese.blogspot.com/search/label/Christopher%20Wren%20Bunker
Imprisoned at Camp Chase near Columbus, Ohio until March 4, 1865
April 17, 1865 Returned to family's plantation
Died April 2, 1932",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
48,Christopher Wren Bunker,Army,Confederate,5,death_place,2-Apr-32,"Dobson, Surry County, North Carolina","Dobson, Surry County, North Carolina",exact,regiment_state + important_notes,"Enlisted April 1, 1863, Son to Chang ""Siamese Twin"" who owned and enslaved 18 people
https://www.battlefields.org/learn/biographies/christopher-wren-bunker
https://bluegraychinese.blogspot.com/search/label/Christopher%20Wren%20Bunker
Imprisoned at Camp Chase near Columbus, Ohio until March 4, 1865
April 17, 1865 Returned to family's plantation
Died April 2, 1932",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
49,John Francis,,,1,residence_at_enlistment,,,,approximate,important_notes,,Residence listed in notes; standardized place is best city/state match for mapping.,,
50,John Fouenty,Army,Confederate,1,birth_place,,"Hong Kong, China","Hong Kong, China",exact,born_if_known,"Hong Kong, China",,,
51,John Fouenty,Army,Confederate,2,residence_at_enlistment,,,,approximate,important_notes,https://bluegraychinese.blogspot.com/2014/03/john-fouenty.html,Residence listed in notes; standardized place is best city/state match for mapping.,,
52,John Fouenty,Army,Confederate,3,enlistment_or_service_state,,Georgia,Georgia,approximate,regiment_state + important_notes,https://bluegraychinese.blogspot.com/2014/03/john-fouenty.html,State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
53,Henry C. Fung/ Young,Army,Union,1,birth_place,1846,China,China,exact,born_if_known,China,,,
54,Henry C. Fung/ Young,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted March 22 1864 at York, Pennsylvania. Mustered out Aug 3rd 1865
Battalion history: Jerusalem Plank Road, June 21 1864- June 24 1864; Second Petersburg, June 15 1864- June 18 1864",Residence listed in notes; standardized place is best city/state match for mapping.,,
55,Henry C. Fung/ Young,Army,Union,3,enlistment_or_service_state,"March 22, 1864","York, Pennsylvania","York, Pennsylvania",exact,regiment_state + important_notes,"Enlisted March 22 1864 at York, Pennsylvania. Mustered out Aug 3rd 1865
Battalion history: Jerusalem Plank Road, June 21 1864- June 24 1864; Second Petersburg, June 15 1864- June 18 1864",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
56,Henry C. Fung/ Young,Army,Union,4,service_station,"June 15-18, 1864",Second Petersburg,"Petersburg, Virginia ",exact,regiment_state + important_notes,"Enlisted March 22 1864 at York, Pennsylvania. Mustered out Aug 3rd 1865
Battalion history: Jerusalem Plank Road, June 21 1864- June 24 1864; Second Petersburg, June 15 1864- June 18 1864",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
57,Henry C. Fung/ Young,Army,Union,5,service_station,"June 21-24, 1864",Jerusalem Plank Road,"Petersburg, Virginia ",exact,regiment_state + important_notes,"Enlisted March 22 1864 at York, Pennsylvania. Mustered out Aug 3rd 1865
Battalion history: Jerusalem Plank Road, June 21 1864- June 24 1864; Second Petersburg, June 15 1864- June 18 1864",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
58,Henry C. Fung/ Young,Army,Union,6,discharge_or_muster_out,"August 3, 1865","Harrisburg, Pennsylvania","Harrisburg, Pennsylvania",exact,regiment_state + important_notes,"Enlisted March 22 1864 at York, Pennsylvania. Mustered out Aug 3rd 1865
Battalion history: Jerusalem Plank Road, June 21 1864- June 24 1864; Second Petersburg, June 15 1864- June 18 1864",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
59,"Neok Woo Hong ( Neok Ung Hong, Hong Neok Woo)",Army,Union,1,birth_place,,"Shanghai, China","Shanghai, China",exact,born_if_known,"Shanghai, China",,,
60,"Neok Woo Hong ( Neok Ung Hong, Hong Neok Woo)",Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Served three months in Harrisburg and Chambersburg, then was discharged. A missionary arranged him to go from Shanghai, China at 16 years old to go on board the American frigate Susquehanna, as a servant to the ship's doctor, to Pennsylvania. After the war, he returned home to China and served as an Episcopalian priest.",Residence listed in notes; standardized place is best city/state match for mapping.,,
61,"Neok Woo Hong ( Neok Ung Hong, Hong Neok Woo)",Army,Union,3,enlistment_or_service_state,,Pennsylvania,Pennsylvania,approximate,regiment_state + important_notes,"Served three months in Harrisburg and Chambersburg, then was discharged. A missionary arranged him to go from Shanghai, China at 16 years old to go on board the American frigate Susquehanna, as a servant to the ship's doctor, to Pennsylvania. After the war, he returned home to China and served as an Episcopalian priest.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
62,John Hussey,Army,,1,residence_at_enlistment,,,,approximate,important_notes,,Residence listed in notes; standardized place is best city/state match for mapping.,,
63,James Johnson,Army,Union,1,birth_place,1837,China,China,exact,born_if_known,"China, 1837",,,
64,James Johnson,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted Feb 1st 1864; mustered out July 22 1864 at Thibodeaux, Louisiana. Occupation: sailor",Residence listed in notes; standardized place is best city/state match for mapping.,,
65,James Johnson,Army,Union,3,enlistment_or_service_state,"February 1, 1864",New York,New York,approximate,regiment_state + important_notes,"Enlisted Feb 1st 1864; mustered out July 22 1864 at Thibodeaux, Louisiana. Occupation: sailor",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
66,James Johnson,Army,Union,4,discharge_or_muster_out,"July 22, 1864","Thibodeaux, Louisiana","Thibodeaux, Louisiana",exact,regiment_state + important_notes,"Enlisted Feb 1st 1864; mustered out July 22 1864 at Thibodeaux, Louisiana. Occupation: sailor",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
67,John Kim,Army,Union,1,birth_place,,China,China,exact,born_if_known,China,,,
68,John Kim,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,Enlisted October 1864; mustered out on June 1865.,Residence listed in notes; standardized place is best city/state match for mapping.,,
69,John Kim,Army,Union,3,enlistment_or_service_state,October 1864,Pennsylvania,Pennsylvania,approximate,regiment_state + important_notes,Enlisted October 1864; mustered out on June 1865.,State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
70,Ling. Kubser,Army,Union,1,birth_place,1843,China,China,exact,born_if_known,"China, 1843",,,
71,Ling. Kubser,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Died January 23, 1905, Hampton, Virginia at 62 years old
Three thousand veterans attended his funeral
https://bluegraychinese.blogspot.com/2014/04/ling-kubser.html",Residence listed in notes; standardized place is best city/state match for mapping.,,
72,Ling. Kubser,Army,Union,3,enlistment_or_service_state,,New York,New York,approximate,regiment_state + important_notes,"Died January 23, 1905, Hampton, Virginia at 62 years old
Three thousand veterans attended his funeral
https://bluegraychinese.blogspot.com/2014/04/ling-kubser.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
73,Ling. Kubser,Army,Union,3,death_place,23-Jan-05,"Hampton, Virginia","Hampton, Virginia",approximate,regiment_state + important_notes,"Died January 23, 1905, Hampton, Virginia at 62 years old
Three thousand veterans attended his funeral
https://bluegraychinese.blogspot.com/2014/04/ling-kubser.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
74,William Henry Kwan (kean),Army,Confederate,1,residence_at_enlistment,,,,approximate,important_notes,https://bluegraychinese.blogspot.com/2014/04/william-h-kwan-kevan.html,Residence listed in notes; standardized place is best city/state match for mapping.,,
75,William Henry Kwan (kean),Army,Confederate,2,enlistment_or_service_state,,Virginia,Virginia,approximate,regiment_state + important_notes,https://bluegraychinese.blogspot.com/2014/04/william-h-kwan-kevan.html,State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
76,James Labord,Army,,1,residence_at_enlistment,,,,approximate,important_notes,,Residence listed in notes; standardized place is best city/state match for mapping.,,
77,John Lee,Army,Union,1,birth_place,,China,China,exact,born_if_known,China,,,
78,John Lee,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,Fought in Gettysburg and was killed,Residence listed in notes; standardized place is best city/state match for mapping.,,
79,John Lee,Army,Union,3,enlistment_or_service_state,,Connecticut,Connecticut,approximate,regiment_state + important_notes,Fought in Gettysburg and was killed,State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
80,Juan Lodigo(e),Army,Union,1,residence_at_enlistment,,,,approximate,important_notes,"Enlisted Dec 3rd 1864. He is noted as being part of the African American Civil War Memorial, B-47. ""Substitute for Edward M Pretts."" Deserted from camp at White Ranch, TX. Owed money to the government.. ""Due U.S. 24.46 for extra issues""",Residence listed in notes; standardized place is best city/state match for mapping.,,
81,Juan Lodigo(e),Army,Union,2,rendezvous_or_enlistment,"December 3, 1864","New Haven, Connecticut","New Haven, Connecticut",approximate,regiment_state + important_notes,"Enlisted Dec 3rd 1864. He is noted as being part of the African American Civil War Memorial, B-47. ""Substitute for Edward M Pretts."" Deserted from camp at White Ranch, TX. Owed money to the government.. ""Due U.S. 24.46 for extra issues""",,,
82,"William McCloclan; (McClaclan, McCloclau, McLaughin); Chinese Name, Tung Ting",Army,Union,1,residence_at_enlistment,,,,approximate,important_notes,"Two enlistment dates, August 21 and Sept 5 1862. Two discharge dates, May 28th and september 29th 1864. Disapproved Pension File. Apparently he went under two names for both the navy and the infantry. HIS STATEMENT EXISTS-- Spend time here!",Residence listed in notes; standardized place is best city/state match for mapping.,,
83,"William McCloclan; (McClaclan, McCloclau, McLaughin); Chinese Name, Tung Ting",Army,Union,2,enlistment_or_service_state,,New York City,New York City,approximate,regiment_state + important_notes,"Two enlistment dates, August 21 and Sept 5 1862. Two discharge dates, May 28th and september 29th 1864. HOLY SHIT- Disapproved Pension File. Apparently he went under two names for both the navy and the infantry. HIS STATEMENT EXISTS-- Spend time here!",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
84,A. Moor,Army,Union,1,birth_place,1842,China,China,exact,born_if_known,"China, 1842",,,
85,A. Moor,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted Jan 8 1865. Race: ""Mulatto""",Residence listed in notes; standardized place is best city/state match for mapping.,,
86,A. Moor,Army,Union,3,rendezvous_or_enlistment,"January 8, 1865","Providence, Rhode Island","Providence, Rhode Island",approximate,regiment_state + important_notes,"Enlisted Jan 8 1865. Race: ""Mulatto""",,,
87,John Phillips,Army,Union,1,birth_place,1841,China,China,exact,born_if_known,"China, 1841",,,
88,John Phillips,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted Dec 30 1863. Imprisoned April 23 1864 at Cane River Crossing, Louisiana. Mustered out July 10 1864. Paroled May 27 1865",Residence listed in notes; standardized place is best city/state match for mapping.,,
89,John Phillips,Army,Union,3,rendezvous_or_enlistment,"December 30, 1863","Brooklyn, New York","Brooklyn, New York",approximate,regiment_state + important_notes,"Enlisted Dec 30 1863. Imprisoned April 23 1864 at Cane River Crossing, Louisiana. Mustered out July 10 1864. Paroled May 27 1865",,,
90,John Phillips,Army,Union,4,imprisonment,"April 23, 1864","Cane River Crossing, Louisiana ","Cane River Crossing, Louisiana",exact,regiment_state + important_notes,"Enlisted Dec 30 1863. Imprisoned April 23 1864 at Cane River Crossing, Louisiana. Mustered out July 10 1864. Paroled May 27 1865",,,
91,John Phillips,Army,Union,5,discharge_or_muster_out,"July 10, 1864",,,exact,regiment_state + important_notes,"Enlisted Dec 30 1863. Imprisoned April 23 1864 at Cane River Crossing, Louisiana. Mustered out July 10 1864. Paroled May 27 1865",,,
